Date,price,sma_10,sma_20,sma_50,ema_20,rsi_14,volatility_index,daily_return,sentiment,target_price
2025-08-27,3404.60009765625,3353.7999755859373,3360.7649780273437,3349.3079931640623,3360.7164332784114,50.73858532792886,29.426389980854722,0.004721713846100206,0.026400154534806375,3565.800048828125
2025-08-28,3431.800048828125,3363.4599853515624,3367.6949829101563,3350.1479931640624,3367.486301426003,48.694089006868246,37.41375931779803,0.007989176523433672,-0.36398941013314956,3613.199951171875
2025-08-29,3473.699951171875,3377.22998046875,3373.994982910156,3352.259990234375,3377.6018871160863,75.61592575806446,49.554432574350606,0.012209307578411543,0.17205487167019717,3638.10009765625
2025-09-02,3549.39990234375,3398.9999755859376,3382.744982910156,3355.6939892578125,3393.9636028520545,82.66537370471784,70.6564046373859,0.02179231143620708,0.4201443443296158,3643.300048828125
2025-09-03,3593.199951171875,3426.97998046875,3393.3099853515623,3361.209990234375,3412.938493168228,84.39426036613227,86.59509794480054,0.012340127918300414,-0.410814533413726,3643.60009765625
2025-09-04,3565.800048828125,3449.2199951171874,3402.599987792969,3365.9839892578125,3427.496736564409,83.4397082772782,91.18211221805839,-0.007625487786955487,0.06178804718200914,3636.89990234375
2025-09-05,3613.199951171875,3476.85,3413.244982910156,3371.57798828125,3445.182757003215,85.41136857968542,95.14144402808327,0.01329292211977151,-0.0956522786011218,3649.39990234375
2025-09-08,3638.10009765625,3503.22001953125,3423.1949829101563,3378.8659912109374,3463.555837065409,87.18450583123118,100.01046696850709,0.0068914388411576155,-0.3109129590415072,3682.199951171875
2025-09-09,3643.300048828125,3530.17001953125,3437.70498046875,3385.843994140625,3480.674333423763,91.35126963638378,97.54127463702788,0.0014293040412012292,-0.04807912117464219,3688.89990234375
2025-09-10,3643.60009765625,3555.67001953125,3452.439990234375,3391.9819970703124,3496.191072874476,90.65553000115061,89.41199407741334,8.235633192543723e-05,0.22586165116368317,3681.800048828125
2025-09-11,3636.89990234375,3578.9,3466.349987792969,3397.7599951171874,3509.5919137763117,90.60639947338575,74.78145551815426,-0.001838894261971813,0.1827504278365042,3643.699951171875
2025-09-12,3649.39990234375,3600.6599853515627,3482.0599853515623,3404.1159912109374,3522.906960306544,89.92451770870697,56.693391517129825,0.00343699313581447,0.09667138566145428,3671.5
2025-09-15,3682.199951171875,3621.5099853515626,3499.369982910156,3411.109990234375,3538.0777213413376,90.94527647006198,40.974187704647655,0.008987792433232666,-0.3273160863369827,3740.699951171875
2025-09-16,3688.89990234375,3635.4599853515624,3517.22998046875,3418.2439892578127,3552.4417385796623,90.74624215569878,37.27595048839798,0.0018195511543968035,-0.14024386336711958,3780.60009765625
2025-09-17,3681.800048828125,3644.3199951171873,3535.6499877929687,3425.739990234375,3564.761577650944,88.54283427284966,36.639325604836756,-0.0019246533393638687,0.4083517607715724,3732.10009765625
2025-09-18,3643.699951171875,3652.1099853515625,3550.664990234375,3432.3819873046873,3572.279517986271,78.59647804908907,24.29020067099636,-0.010348225637178965,0.09803252470648993,3736.89990234375
2025-09-19,3671.5,3657.939990234375,3567.3949951171876,3439.4639892578125,3581.729087701864,77.74971486112966,20.63496756210297,0.007629620770278844,0.07014229891163182,3775.300048828125
2025-09-22,3740.699951171875,3668.1999755859374,3585.709997558594,3447.15798828125,3596.8691699371034,77.33637735654216,32.033201143194844,0.01884786903768898,0.09899505789084906,3820.89990234375
2025-09-23,3780.60009765625,3681.92998046875,3606.05,3455.739990234375,3614.367353529403,77.08092691521482,46.38460535730861,0.010666492101799152,0.06374383193721933,3840.800048828125
2025-09-24,3732.10009765625,3690.77998046875,3623.225,3463.7859912109375,3625.5799958271978,72.6504895111406,46.70048806498076,-0.012828651205417652,-0.2877365259643614,3867.5
2025-09-25,3736.89990234375,3700.77998046875,3639.839990234375,3471.4739892578127,3636.181891685917,69.06007058630571,44.53763033731072,0.0012860868041868478,-0.11817428423566467,3839.699951171875
2025-09-26,3775.300048828125,3713.3699951171875,3657.014990234375,3480.17798828125,3649.4312399851747,70.2958361051942,46.164738968469464,0.010275936601965352,-0.44270414807996405,3880.800048828125
2025-09-29,3820.89990234375,3727.239990234375,3674.3749877929686,3489.535986328125,3665.7615887812294,73.46720200370727,55.6257232455697,0.012078471360118748,-0.2103610430296664,3948.5
2025-09-30,3840.800048828125,3742.4300048828127,3688.9449951171873,3498.3139892578124,3682.4319183095054,74.77384801580656,64.0889563181016,0.005208235492420998,-0.15154742633430396,3976.60009765625
2025-10-01,3867.5,3761.0,3702.6599975585937,3506.879990234375,3700.0574498990763,77.58374373878588,71.09040708717927,0.006951663932628138,0.14335640394047888,4043.300048828125
2025-10-02,3839.699951171875,3780.6,3716.3549926757814,3515.7919873046876,3713.356735734581,71.9593846507516,61.53354521249408,-0.007188118636877849,0.3034126908535547,3946.300048828125
2025-10-03,3880.800048828125,3801.5300048828126,3729.734997558594,3525.98798828125,3729.3037179339663,72.486419127883,55.611732793814156,0.010703986816393396,0.046870561532158406,3975.89990234375
2025-10-06,3948.5,3822.310009765625,3745.254992675781,3538.27798828125,3750.1795543212074,75.8257110242149,67.83622550750732,0.01744484392910639,-0.06391044551151881,4108.60009765625
2025-10-07,3976.60009765625,3841.910009765625,3761.9199951171877,3551.62798828125,3771.7434155912115,78.15124679029425,81.4042695256713,0.007116651299544197,0.2733158837413956,4138.7001953125
2025-10-08,4043.300048828125,3873.0300048828126,3781.904992675781,3566.0259912109377,3797.6059520899653,86.18253860179361,93.36611683062054,0.016773110077421993,0.1767676027529682,4176.89990234375
2025-10-09,3946.300048828125,3893.97001953125,3797.375,3579.0359912109375,3811.7672946364564,72.11136015841242,82.26470711871131,-0.02399030465921359,0.39522236722586823,4280.2001953125
2025-10-10,3975.89990234375,3914.0300048828126,3813.7,3592.689990234375,3827.3989715609605,70.21312576766023,74.17191139799368,0.007500659643053353,0.06606681287854177,4189.89990234375
2025-10-13,4108.60009765625,3942.8000244140626,3835.0200073242186,3607.9079931640626,3854.1800311890834,74.31069911934226,88.4561515532657,0.033376140891845596,0.40354251823484333,4336.39990234375
2025-10-14,4138.7001953125,3972.5900390625,3857.5100219726564,3623.1939990234373,3881.277189677028,80.98140632696827,99.73233563421007,0.007326120075161535,0.4160940571052403,4087.699951171875
2025-10-15,4176.89990234375,4003.530029296875,3882.2650146484375,3639.0939990234374,3909.4317337405255,81.9025476863643,110.87762168079495,0.009229880210824382,-0.2666540755726825,4044.39990234375
2025-10-16,4280.2001953125,4047.5800537109376,3914.0900268554688,3657.0980029296875,3944.7430157949993,83.45924341346341,125.14287952495641,0.024731330743833713,-0.2237866093794939,4125.5
2025-10-17,4189.89990234375,4078.4900390625,3940.0100219726564,3672.89,3968.0912907044044,73.08556583940376,117.29912380273163,-0.021097212477968474,0.14670157499952774,4118.39990234375
2025-10-20,4336.39990234375,4117.280029296875,3969.79501953125,3690.83599609375,4003.168301336723,76.76601674173982,132.66717500005217,0.03496503577998378,-0.4702727520726092,4001.89990234375
